Название товара;Короткое описание товара;Полное описание товара;Скрыт ли товар на сайте?;Артикул;Цена продажи, без учёта скидок;Старая цена;Закупочная цена;Остаток;Ед. измерения;Изображения товара;Короткое SEO описание товара;Полное SEO описание товара;Заголовок страницы товара;Мета-тег keywords;Мета-тег description;URL переменная пути;Описание модификации товара;Идентификатор товара в магазине;Пользовательский идентификатор товара;Изображение модификации товара;Название х-ки товара №1;Значение х-ки товара №1;Название св-ва для модификации товара №1;Значение св-ва для модификации товара №1;Название св-ва для модификации товара №2;Значение св-ва для модификации товара №2
Цирулик Технология 3кл. Твори, выдумывай, пробуй ФГОС (ИД Федоров/ООО Развивающее обучение);;;1;;538,10;0,00;538,10;1,00000;шт;;;;Цирулик Технология 3кл. Твори, выдумывай, пробуй ФГОС (ИД Федоров/ООО Развивающее обучение);;;Cirulik-Tehnologiya-3kl-Tvori-vydumyvaj-probuj-FGOS-ID-Fedorov-OOO-Razvivayushhee-obuchenie;;180031150;55635212;;год выпуска;2019;Автор;Цирулик Н.А., Хлебникова С.И.;Издательство;ИД Федоров/ООО Развивающее обучение
Цирулик Технология 3кл. Твори, выдумывай, пробуй ФГОС (Бином);;;1;978-5-09-090444-5;955,50;0,00;955,50;1,00000;шт;;;;Цирулик Технология 3кл. Твори, выдумывай, пробуй ФГОС (Бином);;;Cirulik-Tehnologiya-3kl-Tvori-vydumyvaj-probuj-FGOS-Binom;;180031149;65656387;;год выпуска;2020-2022;Автор;Цирулик Н.А., Хлебникова С.И;Издательство;Просвещение/Союз
Цирулик Технология 3кл. Бумажные вещицы. Тетрадь для практических работ. (Бином);;;1;978-5-09-093178-6;458,70;0,00;435,80;1,00000;шт;;;;Цирулик Технология 3кл. Бумажные вещицы. Тетрадь для практических работ. (Бином);;;Cirulik-Tehnologiya-3kl-Bumazhnye-veshhicy-Tetrad-dlya-prakticheskih-rabot-Binom;;180031148;55599819;;год выпуска;2021-2022;Автор;Цирулик Н.А., Цирулик Г.Э., Хлебникова С.И.;Издательство;Просвещение/Союз
Тимофеева Окружающий мир 3кл. Что я знаю. Что я умею.Тетрадь для проверочных работ ч.2 (ИД Федоров);;;1;978-5-09-093346-9;247,00;0,00;234,70;1,00000;шт;;;;Тимофеева Окружающий мир 3кл. Что я знаю. Что я умею.Тетрадь для проверочных работ ч.2 (ИД Федоров);;;Timofeeva-Okruzhayushhij-mir-3kl-Chto-ya-znayu-Chto-ya-umeyu-Tetrad-dlya-proverochnyh-rabot-ch-2-ID-Fedorov;;180031147;65667507;;год выпуска;2021;Автор;Тимофеева А.Е.;Издательство;Просвещение/Союз
Тимофеева Окружающий мир 3кл. Что я знаю. Что я умею.Тетрадь для проверочных работ ч.1 (ИД Федоров);;;1;978-5-09-093345-2;247,00;0,00;234,70;1,00000;шт;;;;Тимофеева Окружающий мир 3кл. Что я знаю. Что я умею.Тетрадь для проверочных работ ч.1 (ИД Федоров);;;Timofeeva-Okruzhayushhij-mir-3kl-Chto-ya-znayu-Chto-ya-umeyu-Tetrad-dlya-proverochnyh-rabot-ch-1-ID-Fedorov;;180031146;65667506;;год выпуска;2021;Автор;Тимофеева А.Е.;Издательство;Просвещение/Союз
Свиридова Литературное чтение 3кл. ч.2. ФГОС (Бином);;;1;978-5-09-084020-0;955,50;0,00;955,50;1,00000;шт;;;;Свиридова Литературное чтение 3кл. ч.2. ФГОС (Бином);;;Sviridova-Literaturnoe-chtenie-3kl-ch-2-FGOS-Binom;;180031145;55594892;;год выпуска;2020;Автор;Свиридова В.Ю.;Издательство;Просвещение/Союз
Свиридова Литературное чтение 3кл. ч.1. ФГОС (Бином);;;1;978-5-09-090432-2;955,50;0,00;955,50;1,00000;шт;;;;Свиридова Литературное чтение 3кл. ч.1. ФГОС (Бином);;;Sviridova-Literaturnoe-chtenie-3kl-ch-1-FGOS-Binom;;180031144;55594891;;год выпуска;2020;Автор;Свиридова В.Ю.;Издательство;Просвещение/Союз
Свиридова Литературное чтение 3 кл. Что я знаю.Что я умею. Тетрадь проверочных работ. (Бином);;;1;978-5-09-088776-2;247,00;0,00;234,70;1,00000;шт;;;;Свиридова Литературное чтение 3 кл. Что я знаю.Что я умею. Тетрадь проверочных работ. (Бином);;;Sviridova-Literaturnoe-chtenie-3-kl-Chto-ya-znayu-Chto-ya-umeyu-Tetrad-proverochnyh-rabot-Binom;;180031143;55621413;;год выпуска;2022;Автор;Самыкина С.В.;Издательство;Просвещение/Союз
Свиридова Литературное чтение 3 кл. Рабочая тетрадь ч.2. ФГОС (ИД Федоров);;;1;978-5-09-088315-3;291,50;0,00;277,00;1,00000;шт;;;;Свиридова Литературное чтение 3 кл. Рабочая тетрадь ч.2. ФГОС (ИД Федоров);;;Sviridova-Literaturnoe-chtenie-3-kl-Rabochaya-tetrad-ch-2-FGOS-ID-Fedorov;;180031142;65668932;;год выпуска;2021-2022;Автор;Самыкина С.С.;Издательство;Просвещение/Союз
Свиридова Литературное чтение 3 кл. Рабочая тетрадь ч.1. ФГОС (ИД Федоров);;;1;978-5-09-088313-9;291,50;0,00;277,00;1,00000;шт;;;;Свиридова Литературное чтение 3 кл. Рабочая тетрадь ч.1. ФГОС (ИД Федоров);;;Sviridova-Literaturnoe-chtenie-3-kl-Rabochaya-tetrad-ch-1-FGOS-ID-Fedorov;;180031141;65668931;;год выпуска;2021-2022;Автор;Самыкина С.С.;Издательство;Просвещение/Союз
Ригина Музыка 3кл. ФГОС (Бином);;;1;;955,50;0,00;955,50;1,00000;шт;;;;Ригина Музыка 3кл. ФГОС (Бином);;;Rigina-Muzyka-3kl-FGOS-Binom;;180031140;55576024;;год выпуска;2020;Автор;Ригина Г.С.;Издательство;Просвещение/Союз
Ригина Музыка 3кл. Р/Т ФГОС (Бином);;;1;978-5-9507-036;230,20;0,00;218,70;1,00000;шт;;;;Ригина Музыка 3кл. Р/Т ФГОС (Бином);;;Rigina-Muzyka-3kl-R-T-FGOS-Binom;;180031139;55577249;;год выпуска;2020;Автор;Ригина Г.С.;Издательство;Просвещение/Союз
Проснякова Технология 3кл. Р/Т Бумажное волшебство ФГОС (ИД Федоров);;;1;978-5-09-086176-2;458,70;0,00;435,80;1,00000;шт;;;;Проснякова Технология 3кл. Р/Т Бумажное волшебство ФГОС (ИД Федоров);;;Prosnyakova-Tehnologiya-3kl-R-T-Bumazhnoe-volshebstvo-FGOS-ID-Fedorov;;180031138;55594894;;год выпуска;2021;Автор;Проснякова;Издательство;Просвещение/Союз
Нечаева Русский язык 3кл. Р/Т ч.4. ФГОС (Бином);;;1;978-5-09-088417-4;225,00;0,00;213,80;1,00000;шт;;;;Нечаева Русский язык 3кл. Р/Т ч.4. ФГОС (Бином);;;Nechaeva-Russkij-yazyk-3kl-R-T-ch-4-FGOS-Binom;;180031137;65654198;;год выпуска;2021-2022;Автор;Нечаева Н.В., Воскресенская Н.Е.;Издательство;Просвещение/Союз
Нечаева Русский язык 3кл. Р/Т ч.3. ФГОС (Бином);;;1;978-5-09-088416-7;225,00;0,00;213,80;1,00000;шт;;;;Нечаева Русский язык 3кл. Р/Т ч.3. ФГОС (Бином);;;Nechaeva-Russkij-yazyk-3kl-R-T-ch-3-FGOS-Binom;;180031136;65654197;;год выпуска;2021-2022;Автор;Нечаева Н.В., Воскресенская Н.Е.;Издательство;Просвещение/Союз
Нечаева Русский язык 3кл. Р/Т ч.2. ФГОС (Бином);;;1;978-5-09-088415-0;225,00;0,00;213,80;1,00000;шт;;;;Нечаева Русский язык 3кл. Р/Т ч.2. ФГОС (Бином);;;Nechaeva-Russkij-yazyk-3kl-R-T-ch-2-FGOS-Binom;;180031135;65654196;;год выпуска;2021-2022;Автор;Нечаева Н.В., Воскресенская Н.Е.;Издательство;Просвещение/Союз
Нечаева Русский язык 3кл. Р/Т ч.1. ФГОС (Бином);;;1;978-5-09-088413-6;225,00;0,00;213,80;1,00000;шт;;;;Нечаева Русский язык 3кл. Р/Т ч.1. ФГОС (Бином);;;Nechaeva-Russkij-yazyk-3kl-R-T-ch-1-FGOS-Binom;;180031134;65654195;;год выпуска;2021-2022;Автор;Нечаева Н.В., Воскресенская Н.Е.;Издательство;Просвещение/Союз
Нечаева Русский язык 3 кл. Я пишу грамотно.Формирование и диагностика орфогр.грамот.Раб.тетрадь (Бин;;;1;978-5-09-095171-5;249,70;0,00;237,30;1,00000;шт;;;;Нечаева Русский язык 3 кл. Я пишу грамотно.Формирование и диагностика орфогр.грамот.Раб.тетрадь (Бин;;;Nechaeva-Russkij-yazyk-3-kl-ya-pishu-gramotno-Formirovanie-i-diagnostika-orfogr-gramot-Rab-tetrad-Bin;;180031133;65673099;;год выпуска;2021-2022;Автор;Воскресенская Н.Е., Нечаева Н.Е.;Издательство;Просвещение/Союз
Нечаева Русский язык 3 кл.  Учебник в 2-х частях, часть 2.(Бином);;;1;978-5-09-086170-0;955,50;0,00;955,50;1,00000;шт;;;;Нечаева Русский язык 3 кл.  Учебник в 2-х частях, часть 2.(Бином);;;Nechaeva-Russkij-yazyk-3-kl-Uchebnik-v-2-h-chastyah-chast-2-Binom;;180031132;55596130;;год выпуска;2020-2021;Автор;Нечаева Н.В., Яковлева С.Г.;Издательство;Просвещение/Союз
Нечаева Русский язык 3 кл.  Учебник в 2-х частях, часть 1.(Бином);;;1;978-5-09-086168-7;955,50;0,00;955,50;1,00000;шт;;;;Нечаева Русский язык 3 кл.  Учебник в 2-х частях, часть 1.(Бином);;;Nechaeva-Russkij-yazyk-3-kl-Uchebnik-v-2-h-chastyah-chast-1-Binom;;180031131;55596129;;год выпуска;2020-2021;Автор;Нечаева Н.В., Яковлева С.Г.;Издательство;Просвещение/Союз
Кормишина Геометрия вокруг нас 3кл. Тетрадь для практ. работ (ИД Федоров);;;1;978-5-6042999-7-5;173,30;0,00;164,60;1,00000;шт;;;;Кормишина Геометрия вокруг нас 3кл. Тетрадь для практ. работ (ИД Федоров);;;Kormishina-Geometriya-vokrug-nas-3kl-Tetrad-dlya-prakt-rabot-ID-Fedorov;;180031130;55579123;;год выпуска;2019;Автор;Кормишина;Издательство;Просвещение/Союз
Кормишина  Волшебные точки 3кл. Р/Т Вычисляй и рисуй (ИД Федоров/Бином);;;1;978-5-09-091689-9;212,30;0,00;201,70;1,00000;шт;;;;Кормишина  Волшебные точки 3кл. Р/Т Вычисляй и рисуй (ИД Федоров/Бином);;;Kormishina-Volshebnye-tochki-3kl-R-T-Vychislyaj-i-risuj-ID-Fedorov-Binom;;180031129;55577298;;год выпуска;2022;Автор;Итина, Кормишина;Издательство;Просвещение/Союз
Иляшенко Математика 3 кл. Что я знаю. Что я умею. Тетр. проверочных работ ч.2. (Бином);;;1;978-5-09-094829-6;304,70;0,00;289,50;1,00000;шт;;;;Иляшенко Математика 3 кл. Что я знаю. Что я умею. Тетр. проверочных работ ч.2. (Бином);;;Ilyashenko-Matematika-3-kl-Chto-ya-znayu-Chto-ya-umeyu-Tetr-proverochnyh-rabot-ch-2-Binom;;180031128;65654189;;год выпуска;2020-2022;Автор;Иляшенко Л.А.;Издательство;Просвещение/Союз
Иляшенко Математика 3 кл. Что я знаю. Что я умею. Тетр. проверочных работ ч.1. (Бином);;;1;978-5-09-094827-2;304,70;0,00;289,50;1,00000;шт;;;;Иляшенко Математика 3 кл. Что я знаю. Что я умею. Тетр. проверочных работ ч.1. (Бином);;;Ilyashenko-Matematika-3-kl-Chto-ya-znayu-Chto-ya-umeyu-Tetr-proverochnyh-rabot-ch-1-Binom;;180031127;65654188;;год выпуска;2021-2022;Автор;Иляшенко Л.А.;Издательство;Просвещение/Союз
